id,content_id,field_id,value,nested_array_index,created_at,updated_at
71b18c73-f576-41c1-9c9c-ec3f634cd20b,629dbb09-6f44-4583-9fdb-a7625ba1afd4,bf3f718b-d99f-40df-9cb9-de4ca339aec2,（増田）年頭所感（令和6年）,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
865e3eb0-6c2f-4d6d-ad19-4c497732edc6,bf97a5b4-baac-4a89-bb6b-e7d197435871,bf3f718b-d99f-40df-9cb9-de4ca339aec2,【新聞】（村上会長）あいさつ書き出し,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
25896f26-c663-438e-9d12-261a72b9338a,c36a1a8d-8e2d-4b2c-aa44-ae41625eba0f,bf3f718b-d99f-40df-9cb9-de4ca339aec2,（酒井）☆素直に喜べなかった春,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
90318827-0d07-4226-ad4e-3cbe96eda170,6b22fada-748b-4ba4-8581-8b42dccc84c6,bf3f718b-d99f-40df-9cb9-de4ca339aec2,01_（農林水産大臣）年頭所感　原稿231227,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
6db4e2f8-2e42-44a4-84c4-088eb7b5517d,2b14b0aa-9bd6-439c-821c-2abaf41d826d,bf3f718b-d99f-40df-9cb9-de4ca339aec2,02_（全中会長）年頭挨拶(1200字版)v0.8【送付版】231218,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
3cebfca9-1ee9-4dc5-b251-650adfd8e443,e9b8eb6d-f673-42be-882f-2dd3a59a82a9,bf3f718b-d99f-40df-9cb9-de4ca339aec2,07_農協協会_栗原会長年頭挨拶（家の光協会）231207,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
9d0556dd-97b0-4f8a-b89f-cc096ae557ae,e687e7cd-9768-4ee6-9666-e1832da2ca5d,bf3f718b-d99f-40df-9cb9-de4ca339aec2,06（ＪＡ全厚連）20231214,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
37d845f2-39d3-45d4-8517-a8f895c65532,f6f90986-93e5-4ba1-9aa6-39a8ad64ae9a,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240104ヘッドライン【校正済】（時田）新年号寄稿,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
4efbd083-8c6a-4799-aeb6-8d02a07f209e,77f60ac2-7011-4b0f-adae-8c1db350baf4,bf3f718b-d99f-40df-9cb9-de4ca339aec2,03（全農）　令和6年会長新年あいさつ231218,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
3243b9b8-698f-41c2-8c6f-1b03af9a1843,1c6445dd-e2cb-4542-86da-0978dfc162e0,bf3f718b-d99f-40df-9cb9-de4ca339aec2,04ＪＡ（共済連）_青江会長年頭所感231215,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
1bc2117f-e635-4f1e-8300-790feaf981ce,d5f01888-1268-4593-977e-e96bf95e4546,bf3f718b-d99f-40df-9cb9-de4ca339aec2,05（農林中金）理事長年頭挨拶案（農協協会）_提出版2_231219_,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
4f976885-c93b-4d65-98a2-1180a8d91800,48a4807e-cebc-456e-b554-0b9baeaf781c,bf3f718b-d99f-40df-9cb9-de4ca339aec2,jacm 観光業界が動いた（鈴木）,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
ba505fd4-b52f-4253-b530-bcc522e5b4a3,5cde15b8-dc3c-4fb6-a032-c2fb4f8b3fd3,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105【前田校正済】（前田）「スペシャルストロベリーデー2024」資生堂パーラー銀座本店サロン・ド・カフェで開催,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
48108696-5f9b-4f9f-b3cf-1452bb5fce1d,ecd82dec-d084-4e7a-9784-3b0db1b84613,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105【前田校正済】（前田）「幻の卵屋さん」1月は池袋、大森、吉祥寺、藤沢に出店　日本たまごかけごはん研究所,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
9a8cde85-291d-4751-8fac-000a2be728f9,e9e63874-1da5-49f0-93ab-25c05dc994d3,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105【前田校正済】（前田）「旬の食材」をテーマに俳句コンテスト開催　食べチョク,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
3a60cd71-f29d-4105-96cf-c32a28e319ec,1a7d4bbb-9ce5-422e-b548-8d2e1b9af1f7,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105【前田校正済】（前田）「令和6年能登半島地震」で災害対策本部を設置　ＪＡ共済連,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
1ec050c0-c7b9-4092-99c3-eec0febc5da5,374bbf0c-89dc-4b83-a402-d8a657dfebe9,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105【前田校正済】（前田）「令和6年能登半島地震」災害に関する特別相談窓口　新潟、富山、石川、福井の全支店に設置　日本公庫,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
bdb9d77a-6329-45f1-aec0-c8f7843c9a62,9ccb544a-1125-4e49-bd79-cae05e5e2652,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105【前田校正済】（前田）【年頭あいさつ　2024】大信政一　パルシステム生活協同組合連合会　代表理事理事長,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
5a85f317-3865-4540-81a8-63e3392441f9,102cfa5e-b29a-49bf-9eec-a83701d06b25,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105【前田校正済】（前田）【年頭あいさつ2024】今井俊夫　デンカ代表取締役社長,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
d4d16e36-06ed-4eea-8001-bee63a270f95,c025b652-d484-45e8-820c-6734e7805f20,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105【前田校正済】（前田）過去最多の35社が出展「The 乾麺グランプリ2024 in Tokyo」開催,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
37c688ef-f960-431c-8862-54d7d48930db,6b92c85f-b8a6-47bf-9968-c556f3d49ba6,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105【前田校正済】（前田）山梨県「TRY!YAMANASHI!実証実験サポート事業」第6期社会実証プロジェクトの募集開始,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
3b4d8771-34f0-4296-aca7-734be98fde76,1ccc3c1a-f092-44ff-9365-fdf820c9cb1e,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105【前田校正済】（前田）旬の国産いちご最大12種食べ比べ「超いちご箱」販売「果物の達人」,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
6b4adb17-3c74-4076-9fd2-80cf11eb67f2,a856ff20-2745-4565-865b-02fee4326dd1,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105【前田校正済】（前田）雪平莉左の「ゆるふわたいむ」スタッフと2023年を振り返る忘年会　ＪＡタウン,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
c8bfbe07-6729-45fd-bffe-844bbe8ff0e1,3d09953a-d609-46e0-b691-4e98f0c515c6,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105【前田校正済】（前田）雪平莉左の「ゆるふわたいむ」魅力的な福袋の中身をたっぷり紹介！　ＪＡタウン,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
a85008dd-616b-4fa8-87d6-a504ebcbe7af,030bc40c-c646-40ac-bde6-0b8922845b24,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105【前田校正済】（前田）鳥インフル　米オクラホマ州からの家きん肉等　輸入を一時停止　農水省,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
87808596-eb4c-4b26-9dbb-8ef8da46d0b7,a0150779-792f-420c-a540-7588b4e2123d,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105【前田校正済】（前田）電気自動車の配送用トラックを初導入　グリーンコープかごしま生協,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
84f1f9a7-7786-4bd4-9b1f-42bd732d0e2d,fc646d6d-78f6-4d39-a846-ca3342eced9a,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105【前田校正済】（前田）卵の薄皮から液体肥料　18種の有機アミノ酸配合液肥「オーガナブル」発売　ENEGGO,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
4f953c45-cf80-4e40-9b23-9b9198f1f7ca,aebb2701-565c-4d2a-85a5-7df26f1a6bb8,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105【前田校正済】（前田） 「酒どころ鹿島　新日本酒プロジェクト　一（はじまり）」始動　佐賀県鹿島市,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
bcd56d57-70d0-4a46-bd7d-0eb83ab8c3f5,d3e368ca-21cf-402c-9905-c913aee884cf,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105【前田校正済】（前田） とちぎ和牛、とちあいか、とちぎの星を堪能「栃木県フェア」開催　リーガロイヤルホテル東京,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
daa0969c-1349-47d6-b084-0c332143ba86,fc922723-732c-4b3a-be4e-62f4885f2d62,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105【前田校正済】（前田） 令和6年能登半島地震に関する災害対策本部を設置　ＪＡ全農,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
c87e3113-ecff-4b13-9e6d-ce09cfd641f8,34114dc6-ff53-49c7-840c-f18889e5d59d,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105【前田校正済】（前田）「日光 食の魅力と観光PR商談会」開催　参加バイヤー募集中　栃木県日光市,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
4d63ec6d-8a9c-4f09-bbcd-055c34c0affb,2addc97f-779c-4953-a23d-96ac038af51a,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105【前田校正済】（前田）九州の酪農家をパンで応援　熊本県阿蘇小国ジャージー牛乳使用の菓子パン新発売　フランソア,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
905588b3-9549-42f4-a00d-aaad4cc56daa,e74bd97b-03be-40c4-96c5-bc51ef4ba428,bf3f718b-d99f-40df-9cb9-de4ca339aec2,【野沢校正済】〈画像　写真〉（野沢）ＪＡ中央機関新年賀詞交換会,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
f88ee41a-5f57-4ce7-8d93-4dea748f6cec,1b0b59fa-8ff4-4a0d-bffd-f1b8dc05bdce,bf3f718b-d99f-40df-9cb9-de4ca339aec2,（三石）（364）伸びた時間で本質を見抜く,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
9322707f-ae23-45dd-a574-b3a5fe9296c3,ede0bf01-8193-4bf3-bbb2-6f99d72271c1,bf3f718b-d99f-40df-9cb9-de4ca339aec2,shimtombow075　食の安全３３　2024-1-4up（宗）,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
67ff6df4-ab9b-4af9-b2f2-27ddf3afb830,0f0e3908-967b-40a4-8d19-b33b36f845cb,bf3f718b-d99f-40df-9cb9-de4ca339aec2,IMSR No231　土壌診断の基礎知識_2024-1-04UP（宗）,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
01494788-07db-4410-973f-095988197752,6becf925-a662-47f9-829c-432310333899,bf3f718b-d99f-40df-9cb9-de4ca339aec2,gakushu231　みどり戦略に対応した防除戦略［２５］_2024-1-4UP（宗）,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
b7b841ce-9b37-431f-9d77-94b77c23b11a,25e76d93-60b5-482a-adcb-bf29661aa276,bf3f718b-d99f-40df-9cb9-de4ca339aec2,【伊藤校正済】（営業）地域循環から生まれたエコ肥料「栄光（エコ）のかがやき250」 の販売を開始　朝日アグリア,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
59c5ffe1-d3da-4c71-8c7b-bbd38d119518,698edf1f-72e6-4e40-8092-47f20986b7ea,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240105_（営業）【人事異動】ヤンマー（4月1日付）,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
34fe61a0-1eae-40cf-af00-2e64dfdb3603,c404a023-c6f6-4f5c-b063-8b49ceb1b22b,bf3f718b-d99f-40df-9cb9-de4ca339aec2,【伊藤校正済】（営業）「令和5年度 東北そば研究会」を開催　東北農政局,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
cfc6d7dd-a4f9-460c-924d-e694f3ebef98,7cf94515-935a-458f-ab71-086ea5dd132d,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240109【前田校正済】（前田）「特産鮮隊中四国ファイブ マルシェ連動ダブルキャンペーン」開催　ＪＡタウン,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
5c24080c-7b4c-4dd6-b011-ba4ebb717939,c606fbc3-0102-4e7f-900d-5f87e7968c44,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240109【前田校正済】（前田）「令和6年能登半島地震」被災地へ物資支援　募金呼びかけ　日本生協連,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
b770fe24-7d62-4c02-8d30-6826b32629da,2eb60919-187d-47d0-978d-6cd8b56026a6,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240109【前田校正済】（前田）「令和6年能登半島地震こども食堂応援基金」と「現地支援団体への寄付」募集開始　むすびえ,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
779a9fee-5648-4345-b0f5-4d6f02bc0735,b6cc7aed-92d4-4c13-83ea-5652307ab0c4,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240109【前田校正済】（前田）ＪＡ共済「令和6年能登半島地震」における対応　ＪＡ共済連,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
07f8f145-339b-425e-b0b8-99dc3213d0d8,87b0c81d-d6ae-41a5-a740-1114d43a6bc9,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240109【前田校正済】（前田）ザキヤマが歌う！踊る！「ふりかけるザクザクわかめ」CM制作　理研ビタミン,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
343bd888-b276-4161-a180-a28a2cc5f4ea,da4b4572-bb0d-4686-90a3-c8c3c9e80741,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240109【前田校正済】（前田）亀田製菓×明治「亀田の柿の種 チョコタネ×塩アーモンド」期間限定発売,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
883c983b-e742-400e-8829-ab344d8a4d48,17a4ba46-2b30-4090-a133-c6c32e47894a,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240109【前田校正済】（前田）今シーズンのみかん「甘さアップ、小ぶり、価格は高め」農業総研,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
b9b7e497-77fa-469b-aa63-dceb00390f6e,a8297c7b-0b05-42e9-a950-4e4578f318e4,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240109【前田校正済】（前田）新感覚の味わい「クラフト　れん乳スライスチーズ」数量限定で発売　森永乳業,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
084691dc-ea2b-4773-aa14-95fb2d784e6c,de4b5949-cdbb-4a75-a5bf-742685a75206,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240109【前田校正済】（前田）世界最大の窒素肥料メーカーYara社とアンモニア輸送船の定期用船契約を締結,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
845c8b56-711b-466a-bf61-f21a63d9a10b,748a35b2-a1a4-45c6-8cab-3d081ed3faa9,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240109【前田校正済】（前田）電気自動車の配送用トラックを初導入　グリーンコープ生協おおいた,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
5cd9b679-7bbe-46a6-8eea-ea30659ded02,0c620abe-50eb-441a-aec5-30525fda24e8,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240109【前田校正済】（前田）能登半島地震の募金受け付け開始　復旧活動や義援金などに活用　パルシステム連合会,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
eeee0a80-67cd-4d41-b57d-cf5ea940e73e,641f116c-e638-4267-98be-cf404bd33a53,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240109【前田校正済】人事情報（前田）【訃報】全農全国本部OB会会員　佐藤滋氏　12月7日に89歳で死去,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
db2a6ffa-4d71-4869-941e-28cc773764bf,d1d71f0d-7398-403c-949d-85db3591fe10,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240109【前田校正済】人事情報（前田）【訃報】全農全国本部OB会会員　丹下正良氏　12月24日に83歳で死去,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
2b3fcd83-b9b5-487c-baf3-35035d59f91d,38cdaa73-8b46-42c9-ac60-f79077a5ea37,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240109【前田校正済】人事情報（前田）【訃報】全農全国本部OB会会員　藤渡勝正氏　12月28日に76歳で死去,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
2a3e576b-e714-4235-a428-8d51a620c1bf,b50b7261-1bb7-428a-9698-5afd6b50a159,bf3f718b-d99f-40df-9cb9-de4ca339aec2,230109【前田校正済】（前田）成人の日を滋賀県産「ストレリチア」で祝福　生花の地産地消をPR　琵琶湖ホテル,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
f442fdd0-5ac8-4f66-b5f4-480f8ddf3d7f,ac0606b3-4ae5-414c-b79a-dd5f6861610e,bf3f718b-d99f-40df-9cb9-de4ca339aec2,230109【前田校正済】（前田）絶品ネギトロとグランプリ卵がコラボ「幻のトロたまごはん」期間限定で登場,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
3482ad33-8e11-4769-9b5c-9925f24fa285,f7e4a018-e180-4be4-ab8b-4d8a0b50d5ce,bf3f718b-d99f-40df-9cb9-de4ca339aec2,230109【前田校正済】（前田）能登半島地震被災者へ支援物資の提供開始　パルシステム埼玉,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
75101ddf-b19c-48b1-949c-39cad72c3df5,64eb21de-7d07-47d3-bf51-4df593929878,bf3f718b-d99f-40df-9cb9-de4ca339aec2,230109【前田校正済】（前田）農業者を対象に「6次産業化スターターセミナー」19日に開催　静岡県藤枝市,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
0f81e8c1-fa65-47b4-bf81-65d073d01d29,f4c89754-93e8-4cc9-bc29-ebdae03344b8,bf3f718b-d99f-40df-9cb9-de4ca339aec2,230109【前田校正済】（前田）農水省「中小企業イノベーション創出推進基金事業」に採択　コネクテッドロボティクス,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
3bcab8bc-63bf-4206-ae5d-26c3c4a8e31c,0896177a-4375-45ef-8eb0-14a4e7433f55,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240109【林校正】（日野原）天神山須藤園　オリーブオイル発売,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
8b936a71-98cb-4ee0-98d8-5ece36ec7c32,82fb588a-0253-46f4-be68-3e94f34f532f,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240109【安藤校正済】01（孫崎）提言2024_1124,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
54a2505c-a7a4-446b-a821-7528cdd3ee32,1aab3bde-3aca-4897-afe2-bd69cedb32d2,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240109_（営業）新会社「サタケグレインマシナリー」スタート　グループ統合でサービス向上とシナジー創出図る　サタケ,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
31f4adfa-6929-4d03-85dc-c0b29ef33078,fe3b71bd-ccb2-4eb5-b839-b0e52ba1602d,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240109【野沢校正済】〈画像　農水省対策本部〉（野沢）被害状況まとめ,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
44bbb7fb-6de7-4943-8d60-867b6c213acd,167b070b-e0ae-4505-aa99-c57a0c62e5af,bf3f718b-d99f-40df-9cb9-de4ca339aec2,（JCA）20240109_世界史の大きなうねりの中で（三輪昌男）(2002)  #3,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
c4a46c47-12f6-4e79-9cc2-5e77ad369088,f290cf6f-728e-49e2-a468-6fedb5800da3,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240109ヘッドライン（野沢）【HPアップ用】奥理事長インタビュー　菅野前全中副会長,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
58591185-f4aa-497d-9dce-063dfbe55eec,1b1cbdf8-36a3-4ba7-815a-7ac85d75f591,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240109ヘッドライン（野沢）【HPアップ用】奥理事長インタビュー　菅野前全中副会長,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
38126d42-5d50-43ea-8806-a1e1a9025e57,bc094484-8fe4-4d8c-922a-da9a006fdd9d,bf3f718b-d99f-40df-9cb9-de4ca339aec2,http://www.nicchu.or.jp/opinion/%e4%b8%80%e8%be%b2%e6%94%bf%e5%ad%a6%e5%be%92%e3%81%ae%e6%89%8b%e8%a8%98%e3%83%bb%e3%83%bb%e3%83%bb%e6%90%be%e5%8f%96%e3%81%8b%e3%82%89%e5%8d%94%e5%90%8c%e3%81%b8,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
83390fdf-3ac3-4506-829e-7bbfaa6d3b60,9bf018a6-624f-4ffe-be83-49bca7c2c23a,bf3f718b-d99f-40df-9cb9-de4ca339aec2,【野沢校正済】〈画像　写真〉（野沢）全農新年賀詞交換会,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
ecc50daa-e1f9-4e64-a981-f4ea0ca56f20,817ed56f-7aad-4b40-962a-3c36cdc06e94,bf3f718b-d99f-40df-9cb9-de4ca339aec2,【野沢校正済】〈画像　写真〉（野沢）作文・図画コン表彰式,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
72a70d8c-5789-4368-83d1-611108158c53,5aa594f1-b483-4207-85ae-3eeb3bc5117b,bf3f718b-d99f-40df-9cb9-de4ca339aec2,令和６年米マーケット情報１月６日号（熊野）,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
e3323889-056b-48d7-8f5c-c861e8b59a28,c9f26d2b-fe4e-4a1b-b7e8-8d6c31de5420,bf3f718b-d99f-40df-9cb9-de4ca339aec2,【伊藤校正済】（営業）コンバイン 「フロンティアマスター」新発売　井関農機,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
4ac4b33a-cd22-4b6c-9f47-c7020c8753cc,b52d5923-7c24-47c4-92c7-fcdb033f2f49,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240110【伊藤校正済】（営業）マルチうねにも植付可能な乗用型じゃがいも植付機を新発売　井関農機,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
4e085bbf-5db6-4b57-af8c-fca4906bd278,a25de41f-11a1-4472-9665-359767a980f8,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240110【前田校正済】（前田）「デンカサーモシートBOPS」価格改定　2月1日納入分から値上げ　デンカ,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
980fe8ea-cd95-468f-ad6b-fc600ac6a0e7,e59b4543-b1da-406c-b069-852d023161b0,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240110【前田校正済】（前田）「ハッピーターンズ リッチメルトタイプ」期間限定で登場　亀田製菓,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
b84c6f49-e0bc-4e3c-aa6d-21dbe2f126d2,3e378a80-6e3d-4aef-991e-6d206e1ff097,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240110【前田校正済】（前田）「飲食店」の倒産、前年比7割増　居酒屋・カフェは過去最多　TDB,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
280a2330-689e-4973-a4f5-81407831799c,4181a501-fcfe-4d2e-b16f-7bf510f1371d,bf3f718b-d99f-40df-9cb9-de4ca339aec2,240110【前田校正済】（前田）「国産キウイフルーツフェア」12日から直営飲食店舗で開催　ＪＡ全農,,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z
