id,setting_id,site_id,title,slug,status,scheduled_publish_at,published_at,updated_by,created_at,updated_at,deleted_at
629dbb09-6f44-4583-9fdb-a7625ba1afd4,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,【年頭あいさつ　2024】増田長盛　農業機械公正取引協議会　会長,240103-71504,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
bf97a5b4-baac-4a89-bb6b-e7d197435871,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,直接支払いで起死回生へ【年頭あいさつ　2024】村上光雄　一般社団法人　農協協会会長,240101-71506,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
c36a1a8d-8e2d-4b2c-aa44-ae41625eba0f,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,素直に喜べなかった春【酒井惇一・昔の農村・今の世の中】第272回,240104-71534,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
6b22fada-748b-4ba4-8581-8b42dccc84c6,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,基本法改正しっかり　持続可能な食と農へ【年頭あいさつ　2024】坂本哲志　農林水産大臣,240101-71536,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
2b14b0aa-9bd6-439c-821c-2abaf41d826d,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,食の安定的供給に行動【年頭あいさつ　2024】山野徹　全国農業協同組合中央会　代表理事会長,240101-71540,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
e9b8eb6d-f673-42be-882f-2dd3a59a82a9,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,リニューアルする『家の光』をはじめ各媒体の特性を生かして情報発信【年頭あいさつ　2024】栗原隆政　（一社）家の光協会　代表理事会長,240101-71547,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
e687e7cd-9768-4ee6-9666-e1832da2ca5d,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,健康な暮らし後押し【年頭あいさつ　2024】長谷川浩敏　全国厚生農業協同組合連合会　代表理事会長,240101-71557,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
f6f90986-93e5-4ba1-9aa6-39a8ad64ae9a,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,"自然を愛す""好き者同志""【農業・歌人　時田則雄】",240104-71566,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
77f60ac2-7011-4b0f-adae-8c1db350baf4,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,生活の根幹守り継承【年頭あいさつ　2024】折原敬一　全国農業協同組合連合会　経営管理委員会会長,240101-71567,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
1c6445dd-e2cb-4542-86da-0978dfc162e0,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,原点に返り　絆大切に【年頭あいさつ　2024】青江伯夫　全国共済農業協同組合連合会　経営管理委員会会長,240101-71568,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
d5f01888-1268-4593-977e-e96bf95e4546,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,金融仲介機能に磨き【年頭あいさつ　2024】奥和登　農林中央金庫　代表理事理事長,240101-71569,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
48a4807e-cebc-456e-b554-0b9baeaf781c,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,【鈴木宣弘：食料・農業問題　本質と裏側】観光業界が動いた地域農業振興プロジェクトに希望,240104-71570,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
5cde15b8-dc3c-4fb6-a032-c2fb4f8b3fd3,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,「スペシャルストロベリーデー2024」資生堂パーラー銀座本店サロン・ド・カフェで開催,240105-71571,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
ecd82dec-d084-4e7a-9784-3b0db1b84613,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,「幻の卵屋さん」1月は池袋、大森、吉祥寺、藤沢に出店　日本たまごかけごはん研究所,240105-71572,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
e9e63874-1da5-49f0-93ab-25c05dc994d3,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,「旬の食材」をテーマに俳句コンテスト開催　食べチョク,240105-71573,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
1a7d4bbb-9ce5-422e-b548-8d2e1b9af1f7,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,「令和6年能登半島地震」で災害対策本部を設置　ＪＡ共済連,240105-71574,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
374bbf0c-89dc-4b83-a402-d8a657dfebe9,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,「令和6年能登半島地震」災害に関する特別相談窓口　新潟、富山、石川、福井の全支店に設置　日本公庫,240105-71575,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
9ccb544a-1125-4e49-bd79-cae05e5e2652,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,【年頭あいさつ　2024】大信政一　パルシステム生活協同組合連合会　代表理事理事長,240105-71576,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
102cfa5e-b29a-49bf-9eec-a83701d06b25,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,【年頭あいさつ　2024】今井俊夫　デンカ代表取締役社長,240105-71577,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
c025b652-d484-45e8-820c-6734e7805f20,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,過去最多の35社が出展「The 乾麺グランプリ2024 in Tokyo」開催,240105-71578,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
6b92c85f-b8a6-47bf-9968-c556f3d49ba6,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,山梨県「TRY!YAMANASHI!実証実験サポート事業」第6期社会実証プロジェクトの募集開始,240105-71579,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
1ccc3c1a-f092-44ff-9365-fdf820c9cb1e,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,旬の国産いちご最大12種食べ比べ「超いちご箱」販売「果物の達人」,240105-71580,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
a856ff20-2745-4565-865b-02fee4326dd1,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,雪平莉左の「ゆるふわたいむ」スタッフと2023年を振り返る忘年会　ＪＡタウン,240105-71581,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
3d09953a-d609-46e0-b691-4e98f0c515c6,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,雪平莉左の「ゆるふわたいむ」魅力的な福袋の中身をたっぷり紹介！　ＪＡタウン,240105-71582,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
030bc40c-c646-40ac-bde6-0b8922845b24,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,鳥インフル　米オクラホマ州からの家きん肉等　輸入を一時停止　農水省,240105-71583,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
a0150779-792f-420c-a540-7588b4e2123d,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,電気自動車の配送用トラックを初導入　グリーンコープかごしま生協,240105-71584,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
fc646d6d-78f6-4d39-a846-ca3342eced9a,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,卵の薄皮から液体肥料　18種の有機アミノ酸配合液肥「オーガナブル」発売　ENEGGO,240105-71585,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
aebb2701-565c-4d2a-85a5-7df26f1a6bb8,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,「酒どころ鹿島　新日本酒プロジェクト　一（はじまり）」始動　佐賀県鹿島市,240105-71586,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
d3e368ca-21cf-402c-9905-c913aee884cf,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,とちぎ和牛、とちあいか、とちぎの星を堪能「栃木県フェア」開催　リーガロイヤルホテル東京,240105-71587,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
fc922723-732c-4b3a-be4e-62f4885f2d62,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,令和6年能登半島地震に関する災害対策本部を設置　ＪＡ全農,240105-71588,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
34114dc6-ff53-49c7-840c-f18889e5d59d,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,「日光 食の魅力と観光PR商談会」開催　参加バイヤー募集中　栃木県日光市,240105-71589,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
2addc97f-779c-4953-a23d-96ac038af51a,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,九州の酪農家をパンで応援　熊本県阿蘇小国ジャージー牛乳使用の菓子パン新発売　フランソア,240105-71590,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
e74bd97b-03be-40c4-96c5-bc51ef4ba428,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,課題解決へＪＡグループ総合力発揮を　ＪＡ中央機関賀詞交換会,240105-71591,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
1b0b59fa-8ff4-4a0d-bffd-f1b8dc05bdce,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,（365）伸びた時間で本質を見抜く【三石誠司・グローバルとローカル：世界は今】,240105-71592,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
ede0bf01-8193-4bf3-bbb2-6f99d72271c1,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,シンとんぼ（75）　食の安全とは（33）「汚染物質」,240106-71593,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
0f0e3908-967b-40a4-8d19-b33b36f845cb,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,土壌診断の基礎知識（１）【今さら聞けない営農情報】第231回,240106-71594,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
6becf925-a662-47f9-829c-432310333899,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,みどり戦略に対応した防除戦略（25） 摘果期の病害防除【防除学習帖】 第231回,240106-71595,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
25e76d93-60b5-482a-adcb-bf29661aa276,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,地域循環から生まれたエコ肥料「栄光（エコ）のかがやき250」 の販売を開始　朝日アグリア,240105-71596,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
698edf1f-72e6-4e40-8092-47f20986b7ea,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,【人事異動】ヤンマーホールディングス株式会社（4月1日付）,240105-71597,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
c404a023-c6f6-4f5c-b063-8b49ceb1b22b,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,「令和5年度 東北そば研究会」を開催　東北農政局,240109-71598,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
7cf94515-935a-458f-ab71-086ea5dd132d,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,「特産鮮隊中四国ファイブ マルシェ連動ダブルキャンペーン」開催　ＪＡタウン,240109-71599,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
c606fbc3-0102-4e7f-900d-5f87e7968c44,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,「令和6年能登半島地震」被災地へ物資支援　募金呼びかけ　日本生協連,240109-71600,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
2eb60919-187d-47d0-978d-6cd8b56026a6,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,「令和6年能登半島地震こども食堂応援基金」と「現地支援団体への寄付」募集開始　むすびえ,240109-71601,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
b6cc7aed-92d4-4c13-83ea-5652307ab0c4,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,ＪＡ共済「令和6年能登半島地震」における対応　ＪＡ共済連,240109-71602,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
87b0c81d-d6ae-41a5-a740-1114d43a6bc9,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,ザキヤマが歌う！踊る！「ふりかけるザクザクわかめ」CM制作　理研ビタミン,240109-71603,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
da4b4572-bb0d-4686-90a3-c8c3c9e80741,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,亀田製菓×明治「亀田の柿の種 チョコタネ×塩アーモンド」期間限定発売,240109-71604,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
17a4ba46-2b30-4090-a133-c6c32e47894a,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,今シーズンのみかん「甘さアップ、小ぶり、価格は高め」農業総研,240109-71605,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
a8297c7b-0b05-42e9-a950-4e4578f318e4,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,新感覚の味わい「クラフト　れん乳スライスチーズ」数量限定で発売　森永乳業,240109-71606,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
de4b5949-cdbb-4a75-a5bf-742685a75206,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,世界最大の窒素肥料メーカーYara社とアンモニア輸送船の定期用船契約を締結,240109-71607,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
748a35b2-a1a4-45c6-8cab-3d081ed3faa9,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,電気自動車の配送用トラックを初導入　グリーンコープ生協おおいた,240109-71608,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
0c620abe-50eb-441a-aec5-30525fda24e8,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,能登半島地震の募金受け付け開始　復旧活動や義援金などに活用　パルシステム連合会,240109-71609,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
641f116c-e638-4267-98be-cf404bd33a53,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,【訃報】全農全国本部OB会会員　佐藤滋氏　12月7日に89歳で死去,240109-71611,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
d1d71f0d-7398-403c-949d-85db3591fe10,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,【訃報】全農全国本部OB会会員　丹下正良氏　12月24日に83歳で死去,240109-71612,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
38cdaa73-8b46-42c9-ac60-f79077a5ea37,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,【訃報】全農全国本部OB会会員　藤渡勝正氏　12月28日に76歳で死去,240109-71613,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
b50b7261-1bb7-428a-9698-5afd6b50a159,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,成人の日を滋賀県産「ストレリチア」で祝福　生花の地産地消をPR　琵琶湖ホテル,240109-71614,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
ac0606b3-4ae5-414c-b79a-dd5f6861610e,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,絶品ネギトロとグランプリ卵がコラボ「幻のトロたまごはん」期間限定で登場,240109-71615,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
f7e4a018-e180-4be4-ab8b-4d8a0b50d5ce,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,能登半島地震被災者へ支援物資の提供開始　パルシステム埼玉,240109-71616,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
64eb21de-7d07-47d3-bf51-4df593929878,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,農業者を対象に「6次産業化スターターセミナー」19日に開催　静岡県藤枝市,240109-71617,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
f4c89754-93e8-4cc9-bc29-ebdae03344b8,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,農水省「中小企業イノベーション創出推進基金事業」に採択　コネクテッドロボティクス,240109-71618,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
0896177a-4375-45ef-8eb0-14a4e7433f55,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,東京産のオリーブオイル誕生！都市農業の魅力を発信　三鷹市の「天神山須藤園」,240109-71619,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
82fb588a-0253-46f4-be68-3e94f34f532f,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,【提言2024】新たな時代に備えを　外交評論家　孫崎享氏,240109-71620,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
1aab3bde-3aca-4897-afe2-bd69cedb32d2,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,新会社「サタケグレインマシナリー」スタート　グループ統合でサービス向上とシナジー創出図る　サタケ,240109-71621,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
fe3b71bd-ccb2-4eb5-b839-b0e52ba1602d,6f797a84-5138-404b-9b4d-a11c27f7f9e0,851383be-e14a-42df-977d-8e420ec723ec,石川県　畜産農家で停電・断水　新潟、富山でも農業被害　能登半島地震,240109-71622,PUBLISHED,,2020-01-01T00:00:00.000Z,coreda,2020-01-01T00:00:00.000Z,2025-10-09T16:00:47.887Z,
